anime_id,title,title_english,type,source,episodes,status,airing,aired_string,duration_min,rating,score,scored_by,rank,popularity,members,favorites,studio,genre,aired_from_year
11013,Inu x Boku SS,Inu X Boku Secret Service,TV,Manga,12,Finished Airing,FALSE,"Jan 13, 2012 to Mar 30, 2012",24,PG-13 - Teens 13 or older,7.63,139250,1274,231,283882,2809,David Production,"Comedy, Supernatural, Romance, Shounen",2012
2104,Seto no Hanayome,My Bride is a Mermaid,TV,Manga,26,Finished Airing,FALSE,"Apr 2, 2007 to Oct 1, 2007",24,PG-13 - Teens 13 or older,7.89,91206,727,366,204003,2579,Gonzo,"Comedy, Parody, Romance, School, Shounen",2007
5262,Shugo Chara!! Doki,Shugo Chara!! Doki,TV,Manga,51,Finished Airing,FALSE,"Oct 4, 2008 to Sep 25, 2009",24,PG - Children,7.55,37129,1508,1173,70127,802,Satelight,"Comedy, Magic, School, Shoujo",2008
721,Princess Tutu,Princess Tutu,TV,Original,38,Finished Airing,FALSE,"Aug 16, 2002 to May 23, 2003",16,PG-13 - Teens 13 or older,8.21,36501,307,916,93312,3344,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy",2002
12365,Bakuman. 3rd Season,Bakuman.,TV,Manga,25,Finished Airing,FALSE,"Oct 6, 2012 to Mar 30, 2013",24,PG-13 - Teens 13 or older,8.67,107767,50,426,182765,2082,J.C.Staff,"Comedy, Drama, Romance, Shounen",2012
6586,Yume-iro Pâtissière,,TV,Manga,50,Finished Airing,FALSE,"Oct 4, 2009 to Sep 26, 2010",24,G - All Ages,8.03,21618,526,1630,45625,826,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo",2009
178,Ultra Maniac,Ultramaniac - Magical Girl,TV,Manga,26,Finished Airing,FALSE,"May 20, 2003 to Nov 11, 2003",24,G - All Ages,7.26,9663,2594,2490,22778,122,Production Reed,"Magic, Comedy, Romance, School, Shoujo",2003
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II,TV,Light novel,24,Finished Airing,FALSE,"Oct 5, 2007 to Mar 28, 2008",24,PG-13 - Teens 13 or older,7.72,126085,1066,332,220591,1075,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural",2007
4477,Nodame Cantabile: Paris-hen,,TV,Manga,11,Finished Airing,FALSE,"Oct 10, 2008 to Dec 19, 2008",23,PG-13 - Teens 13 or older,8.24,53908,281,988,85660,282,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei",2008
853,Ouran Koukou Host Club,Ouran High School Host Club,TV,Manga,26,Finished Airing,FALSE,"Apr 5, 2006 to Sep 27, 2006",23,PG-13 - Teens 13 or older,8.34,335137,205,69,538843,24072,Bones,"Comedy, Harem, Romance, School, Shoujo",2006
4814,Junjou Romantica 2,Junjo Romantica 2,TV,Manga,12,Finished Airing,FALSE,"Oct 12, 2008 to Dec 28, 2008",24,PG-13 - Teens 13 or older,8.15,66565,374,799,108186,1123,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2008
7054,Kaichou wa Maid-sama!,Maid Sama!,TV,Manga,26,Finished Airing,FALSE,"Apr 2, 2010 to Sep 24, 2010",24,PG-13 - Teens 13 or older,8.2,315130,314,71,531292,14436,J.C.Staff,"Comedy, Romance, School, Shoujo",2010
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,TV,Manga,12,Finished Airing,FALSE,"Oct 8, 2011 to Dec 24, 2011",24,PG-13 - Teens 13 or older,8.23,53285,288,945,89543,726,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2011
14227,Tonari no Kaibutsu-kun,My Little Monster,TV,Manga,13,Finished Airing,FALSE,"Oct 2, 2012 to Dec 25, 2012",24,PG-13 - Teens 13 or older,7.71,281448,1093,88,482105,4064,Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo",2012
269,Bleach,Bleach,TV,Manga,366,Finished Airing,FALSE,"Oct 5, 2004 to Mar 27, 2012",24,PG-13 - Teens 13 or older,7.9,433097,693,18,819284,40718,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",2004
59,Chobits,Chobits,TV,Manga,26,Finished Airing,FALSE,"Apr 3, 2002 to Sep 25, 2002",24,PG-13 - Teens 13 or older,7.53,175388,1546,188,317641,3271,Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",2002
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,TV,Manga,25,Finished Airing,FALSE,"Oct 7, 2009 to Mar 31, 2010",22,PG-13 - Teens 13 or older,8.13,212710,400,111,417136,8041,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",2009
1735,Naruto: Shippuuden,Naruto: Shippuden,TV,Manga,500,Finished Airing,FALSE,"Feb 15, 2007 to Mar 23, 2017",23,PG-13 - Teens 13 or older,8.18,385179,337,20,794112,42846,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",2007
210,Ranma ½,Ranma ½,TV,Manga,161,Finished Airing,FALSE,"Apr 15, 1989 to Sep 25, 1992",24,R+ - Mild Nudity,7.85,59911,802,623,134537,2742,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy",1989
4224,Toradora!,Toradora!,TV,Light novel,25,Finished Airing,FALSE,"Oct 2, 2008 to Mar 26, 2009",24,PG-13 - Teens 13 or older,8.39,557898,174,13,910373,35322,J.C.Staff,"Slice of Life, Comedy, Romance, School",2008
10030,Bakuman. 2nd Season,Bakuman.,TV,Manga,25,Finished Airing,FALSE,"Oct 1, 2011 to Mar 24, 2012",24,PG-13 - Teens 13 or older,8.49,122090,108,374,201720,1023,J.C.Staff,"Comedy, Drama, Romance, Shounen",2011
74,Gakuen Alice,Gakuen Alice,TV,Manga,26,Finished Airing,FALSE,"Oct 30, 2004 to May 14, 2005",25,G - All Ages,7.77,33244,941,1291,62951,1403,Group TAC,"Comedy, School, Shoujo, Super Power",2004
4722,Skip Beat!,Skip Beat!,TV,Manga,25,Finished Airing,FALSE,"Oct 6, 2008 to Mar 30, 2009",24,PG-13 - Teens 13 or older,8.24,90699,282,488,164738,4668,Hal Film Maker,"Comedy, Drama, Romance, Shoujo",2008
14397,Chihayafuru 2,,TV,Manga,25,Finished Airing,FALSE,"Jan 12, 2013 to Jun 29, 2013",22,PG-13 - Teens 13 or older,8.47,62720,116,757,114340,1116,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",2013
1557,Shounen Onmyouji,Shonen Onmyoji,TV,Light novel,26,Finished Airing,FALSE,"Oct 3, 2006 to Mar 13, 2007",23,PG-13 - Teens 13 or older,7.68,14619,1158,1793,39422,274,Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",2006
10800,Chihayafuru,Chihayafuru,TV,Manga,25,Finished Airing,FALSE,"Oct 5, 2011 to Mar 28, 2012",22,PG-13 - Teens 13 or older,8.29,89081,246,348,213902,4524,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",2011
3731,Itazura na Kiss,ItaKiss,TV,Manga,25,Finished Airing,FALSE,"Apr 5, 2008 to Sep 25, 2008",24,PG-13 - Teens 13 or older,7.7,91187,1108,473,170224,2632,TMS Entertainment,"Comedy, Romance, Shoujo",2008
9513,Beelzebub,Beelzebub,TV,Manga,60,Finished Airing,FALSE,"Jan 9, 2011 to Mar 25, 2012",24,PG-13 - Teens 13 or older,8.02,136105,528,208,302082,3785,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen",2011
5835,Hanasakeru Seishounen,,TV,Manga,39,Finished Airing,FALSE,"Apr 5, 2009 to Feb 14, 2010",24,PG-13 - Teens 13 or older,7.87,16772,753,1654,44633,500,Studio Pierrot,"Drama, Romance, Shoujo",2009
9863,SKET Dance,SKET Dance,TV,Manga,77,Finished Airing,FALSE,"Apr 7, 2011 to Sep 27, 2012",24,PG-13 - Teens 13 or older,8.33,44132,213,646,130264,2474,Tatsunoko Production,"Comedy, School, Shounen",2011
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,TV,4-koma manga,12,Finished Airing,FALSE,"Apr 2, 2010 to Jun 18, 2010",24,R+ - Mild Nudity,7.1,142827,3193,285,244791,1641,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen",2010
966,Crayon Shin-chan,Shin Chan,TV,Manga,0,Currently Airing,TRUE,"Apr 13, 1992 to ?",21,PG - Children,7.73,17683,1032,1937,34788,600,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen",1992
120,Fruits Basket,Fruits Basket,TV,Manga,26,Finished Airing,FALSE,"Jul 5, 2001 to Dec 27, 2001",24,PG-13 - Teens 13 or older,7.77,167968,939,222,292572,7579,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",2001
957,Saiunkoku Monogatari,The Story of Saiunkoku,TV,Light novel,39,Finished Airing,FALSE,"Apr 8, 2006 to Feb 24, 2007",25,PG-13 - Teens 13 or older,8.04,23467,512,1313,61739,1059,Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",2006
21,One Piece,One Piece,TV,Manga,0,Currently Airing,TRUE,"Oct 20, 1999 to ?",24,PG-13 - Teens 13 or older,8.54,423868,91,35,720133,69760,Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",1999
1974,Glass no Kamen (2005),Glass Mask,TV,Manga,51,Finished Airing,FALSE,"Apr 6, 2005 to Mar 29, 2006",25,G - All Ages,8.18,7348,333,2523,22123,365,Tokyo Movie Shinsha,"Drama, Shoujo",2005
857,Air Gear,Air Gear,TV,Manga,25,Finished Airing,FALSE,"Apr 5, 2006 to Sep 27, 2006",24,R+ - Mild Nudity,7.64,126326,1233,297,235764,3254,Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports",2006
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,TV,Light novel,39,Finished Airing,FALSE,"Apr 7, 2007 to Mar 8, 2008",25,PG-13 - Teens 13 or older,8.16,11924,362,2233,27481,201,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",2007
249,InuYasha,InuYasha,TV,Manga,167,Finished Airing,FALSE,"Oct 16, 2000 to Sep 13, 2004",24,PG-13 - Teens 13 or older,7.9,181978,697,141,371313,12282,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",2000
6645,Chu-Bra!!,Chu-Bra,TV,Manga,12,Finished Airing,FALSE,"Jan 4, 2010 to Mar 22, 2010",24,PG-13 - Teens 13 or older,6.3,16688,6380,1858,37256,48,Zexcs,"Ecchi, Comedy, School, Seinen",2010
5690,Nodame Cantabile Finale,,TV,Manga,11,Finished Airing,FALSE,"Jan 15, 2010 to Mar 26, 2010",22,PG-13 - Teens 13 or older,8.34,47983,203,995,84808,381,J.C.Staff,"Comedy, Josei, Music, Romance",2010
1571,Ghost Hunt,Ghost Hunt,TV,Novel,25,Finished Airing,FALSE,"Oct 4, 2006 to Mar 28, 2007",25,PG-13 - Teens 13 or older,7.92,69224,656,527,152490,2579,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural",2006
11759,Accel World,Accel World,TV,Light novel,24,Finished Airing,FALSE,"Apr 7, 2012 to Sep 22, 2012",24,PG-13 - Teens 13 or older,7.53,236083,1545,103,433343,3680,Sunrise,"Action, Game, Sci-Fi, Romance, School",2012
7674,Bakuman.,Bakuman.,TV,Manga,25,Finished Airing,FALSE,"Oct 2, 2010 to Apr 2, 2011",24,PG-13 - Teens 13 or older,8.32,167429,216,172,332666,6846,J.C.Staff,"Comedy, Drama, Romance, Shounen",2010
1698,Nodame Cantabile,Nodame Cantabile,TV,Manga,23,Finished Airing,FALSE,"Jan 12, 2007 to Jun 15, 2007",22,PG-13 - Teens 13 or older,8.41,87363,163,381,198927,4443,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",2007
14713,Kamisama Hajimemashita,Kamisama Kiss,TV,Manga,13,Finished Airing,FALSE,"Oct 2, 2012 to Dec 25, 2012",24,PG-13 - Teens 13 or older,8.14,138954,383,259,266342,6387,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",2012
232,Cardcaptor Sakura,Cardcaptor Sakura,TV,Manga,70,Finished Airing,FALSE,"Apr 7, 1998 to Mar 21, 2000",25,PG - Children,8.21,121898,297,292,237669,9453,Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",1998
233,Daa! Daa! Daa!,,TV,Manga,78,Finished Airing,FALSE,"Mar 28, 2000 to Feb 26, 2002",25,G - All Ages,7.78,6598,919,3045,15211,216,J.C.Staff,"Comedy, Sci-Fi, Shoujo",2000
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,TV,Manga,12,Finished Airing,FALSE,"Jan 12, 2011 to Mar 30, 2011",23,PG-13 - Teens 13 or older,8.12,133548,412,322,224494,1117,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",2011
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,TV,Manga,12,Finished Airing,FALSE,"Apr 9, 2011 to Jun 25, 2011",23,PG-13 - Teens 13 or older,8.07,69250,469,701,121752,2908,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2011
2564,Code-E,,TV,Original,12,Finished Airing,FALSE,"Jul 4, 2007 to Sep 19, 2007",24,G - All Ages,6.49,5866,5635,3214,13818,18,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life",2007
3092,Junjou Romantica,Junjo Romantica,TV,Manga,12,Finished Airing,FALSE,"Apr 11, 2008 to Jun 27, 2008",24,PG-13 - Teens 13 or older,7.99,86423,568,568,146369,4707,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2008
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,TV,Visual novel,25,Finished Airing,FALSE,"Oct 2, 2006 to Mar 26, 2007",24,PG-13 - Teens 13 or older,7.63,36820,1273,1138,72255,1126,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",2006
32370,D.Gray-man Hallow,D.Gray-man HALLOW,TV,Manga,13,Finished Airing,FALSE,"Jul 5, 2016 to Sep 27, 2016",24,R - 17+ (violence & profanity),7.92,40618,655,795,108764,825,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen",2016
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,,OVA,Original,1,Finished Airing,FALSE,12-Jan-17,25,R - 17+ (violence & profanity),7.4,15423,2049,2044,31844,276,Lerche,"Action, Mystery, Horror, Psychological",2017
153,Juuni Kokuki,The Twelve Kingdoms,TV,Novel,45,Finished Airing,FALSE,"Apr 9, 2002 to Aug 30, 2003",25,PG-13 - Teens 13 or older,8.13,28791,399,1016,82925,1907,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural",2002
27417,Diabolik Lovers OVA,,OVA,Visual novel,1,Finished Airing,FALSE,26-Feb-15,11,PG-13 - Teens 13 or older,6.04,9290,7260,2721,19268,64,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",2015
33398,Neko Konogoro,,TV,Manga,0,Currently Airing,TRUE,"Jun 8, 2016 to ?",1,None,3.44,18,11426,10123,361,0,Kachidoki Studio,Comedy,2016
1051,Ao no 6-gou,Blue Submarine No. 6,OVA,Manga,4,Finished Airing,FALSE,"Oct 25, 1998 to Mar 25, 2000",32,PG-13 - Teens 13 or older,7.14,16149,3026,1950,34469,184,Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi",1998
12447,Ben-To Picture Drama,,Special,Light novel,6,Finished Airing,FALSE,"Dec 21, 2011 to May 16, 2012",9,PG-13 - Teens 13 or older,6.15,2806,6924,3977,8265,3,David Production,Comedy,2011
1381,Seikai no Monshou Special,,Special,Light novel,1,Finished Airing,FALSE,7-Apr-00,90,PG-13 - Teens 13 or older,7.35,1050,2254,6165,2758,3,Sunrise,"Action, Military, Romance, Sci-Fi, Space",2000
8022,Tegamibachi Gakuen,Letter Bee Academy,Special,Original,25,Finished Airing,FALSE,"Jan 27, 2010 to Jul 23, 2010",3,PG-13 - Teens 13 or older,7.42,1911,1953,4119,7644,7,Studio Pierrot,Comedy,2010
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,ONA,Original,1,Finished Airing,FALSE,10-Feb-16,4,G - All Ages,4.32,22,11629,12944,102,0,DLE,Comedy,2016
33775,Soul Buster,Soul Buster,TV,Manga,12,Finished Airing,FALSE,"Oct 4, 2016 to Dec 11, 2016",13,PG-13 - Teens 13 or older,5.91,4687,7553,2963,16223,13,Studio Pierrot,"Action, Samurai",2016
14353,Death Billiards,Death Billiards,Movie,Original,1,Finished Airing,FALSE,2-Mar-13,25,R - 17+ (violence & profanity),8.01,81162,542,637,132203,226,Madhouse,"Game, Mystery, Psychological, Drama, Thriller",2013
5235,Live On Cardliver Kakeru,,TV,Manga,51,Finished Airing,FALSE,"Oct 5, 2008 to Sep 27, 2009",23,PG - Children,6.86,97,4074,9003,673,3,TMS Entertainment,"Game, Fantasy",2008
26443,Triage X,Triage X,TV,Manga,10,Finished Airing,FALSE,"Apr 9, 2015 to Jun 11, 2015",23,R+ - Mild Nudity,6.41,34990,5978,1025,81824,158,Xebec,"Action, Adventure, Ecchi, Shounen",2015
16251,Shinkai no Kantai: Submarine 707,,OVA,Manga,1,Finished Airing,FALSE,10-Jan-97,46,None,5.73,120,7936,9879,412,0,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi",1997
36847,Nanatsu no Bitoku,The Seven Heavenly Virtues,TV,Other,10,Finished Airing,FALSE,"Jan 27, 2018 to Mar 31, 2018",5,R+ - Mild Nudity,5.2,4722,8835,2533,22001,47,Bridge,"Ecchi, Fantasy",2018
32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,Special,Light novel,1,Finished Airing,FALSE,16-Mar-16,11,PG-13 - Teens 13 or older,6.65,16293,4965,2146,29209,29,A-1 Pictures,Comedy,2016
24275,Medamayaki no Kimi Itsu Tsubusu?,,Special,Manga,4,Finished Airing,FALSE,"Aug 5, 2014 to Aug 8, 2014",18,G - All Ages,5.92,161,7526,8668,811,0,Fanworks,"Comedy, Seinen",2014
1811,Bounty Dog: Getsumen no Ibu,,OVA,Original,2,Finished Airing,FALSE,"Oct 1, 1994 to Nov 1, 1994",29,R - 17+ (violence & profanity),5.63,953,8135,6716,2147,3,Animate Film,"Action, Sci-Fi, Space",1994
9721,Aisai Nikki,,OVA,Visual novel,1,Finished Airing,FALSE,22-Dec-10,22,Rx - Hentai,6.54,2749,,4398,6450,39,G-Lam,Hentai,2010
812,Chikyuu Shoujo Arjuna,Arjuna,TV,Original,13,Finished Airing,FALSE,"Jan 9, 2001 to Mar 27, 2001",26,PG-13 - Teens 13 or older,6.95,8111,3731,2600,21106,159,Satelight,"Adventure, Drama, Magic, Sci-Fi",2001
7791,K-On!!,K-ON! Season 2,TV,4-koma manga,26,Finished Airing,FALSE,"Apr 7, 2010 to Sep 29, 2010",24,PG-13 - Teens 13 or older,8.14,178001,383,183,322621,7149,Kyoto Animation,"Comedy, Music, School, Slice of Life",2010
747,Haru wo Daite Ita,Embracing Love,OVA,Manga,2,Finished Airing,FALSE,"Mar 31, 2005 to May 27, 2005",30,R+ - Mild Nudity,6.93,10761,,2808,17989,92,Trinet Entertainment,"Drama, Romance, Yaoi",2005
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokemon 4D: Pikachu&#039;s Ocean Adventure,Movie,Game,1,Finished Airing,FALSE,20-May-06,14,PG - Children,7.13,2588,3092,4395,6463,13,OLM,"Adventure, Comedy, Fantasy, Kids",2006
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,TV,Manga,12,Finished Airing,FALSE,"Oct 8, 2010 to Dec 24, 2010",24,PG-13 - Teens 13 or older,7.47,14763,1744,1826,38419,143,Shaft,"Comedy, Slice of Life",2010
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,Movie,Manga,1,Finished Airing,FALSE,28-Dec-13,100,G - All Ages,7.57,4073,1431,3511,11187,17,ufotable,"Fantasy, Magic",2013
33462,Bernard-jou Iwaku.,Miss Bernard said.,TV,Manga,12,Finished Airing,FALSE,"Oct 7, 2016 to Dec 23, 2016",3,PG-13 - Teens 13 or older,6.03,5918,7274,3130,14460,13,Creators in Pack,"Comedy, School",2016
1586,Aoi Umi no Tristia,,OVA,Visual novel,2,Finished Airing,FALSE,"Apr 23, 2004 to Jul 23, 2004",27,PG - Children,5.81,1221,7768,6326,2569,0,ufotable,"Adventure, Mecha",2004
20057,Space☆Dandy,Space Dandy,TV,Original,13,Finished Airing,FALSE,"Jan 5, 2014 to Mar 27, 2014",24,PG-13 - Teens 13 or older,7.88,75431,748,468,171855,2868,Bones,"Sci-Fi, Space, Comedy",2014
30347,Nanatsu no Taizai OVA,,OVA,Manga,2,Finished Airing,FALSE,"Jun 17, 2015 to Aug 12, 2015",24,PG-13 - Teens 13 or older,7.77,34252,949,1245,65495,94,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",2015
18893,Aoki Hagane no Arpeggio: Ars Nova,Arpeggio of Blue Steel -Ars Nova-,TV,Manga,12,Finished Airing,FALSE,"Oct 8, 2013 to Dec 24, 2013",24,PG-13 - Teens 13 or older,7.5,48992,1623,821,105762,800,SANZIGEN,"Action, Sci-Fi, Seinen",2013
35334,ClassicaLoid 2nd Season,ClassicaLoid 2,TV,Original,25,Finished Airing,FALSE,"Oct 7, 2017 to Mar 24, 2018",24,PG-13 - Teens 13 or older,6.47,855,5712,5092,4497,7,Sunrise,"Music, Comedy",2017
36755,Juvenile Pornography The Animation,,OVA,Manga,1,Finished Airing,FALSE,1-Dec-17,16,Rx - Hentai,6.49,682,,7015,1872,6,Office Takeout,Hentai,2017
2199,Chirin no Suzu,Ringing Bell,Movie,Picture book,1,Finished Airing,FALSE,11-Mar-78,46,PG-13 - Teens 13 or older,7.17,2361,2916,4822,5161,21,Sanrio,"Adventure, Drama, Fantasy",1978
34561,Re:Creators,Re:CREATORS,TV,Original,22,Finished Airing,FALSE,"Apr 8, 2017 to Sep 16, 2017",24,R - 17+ (violence & profanity),7.69,74531,1138,347,214467,1717,TROYCA,"Action, Sci-Fi, Fantasy",2017
238,Rekka no Honoo,Flame of Recca,TV,Manga,42,Finished Airing,FALSE,"Jul 19, 1997 to Jul 10, 1998",23,PG-13 - Teens 13 or older,7.42,18254,1948,1730,41792,219,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power",1997
27989,Hibike! Euphonium,Sound! Euphonium,TV,Novel,13,Finished Airing,FALSE,"Apr 8, 2015 to Jul 1, 2015",23,PG-13 - Teens 13 or older,8.02,94024,530,367,203942,3337,Kyoto Animation,"Music, School, Drama",2015
36838,Gintama.: Shirogane no Tamashii-hen,,TV,Manga,12,Finished Airing,FALSE,"Jan 8, 2018 to Mar 26, 2018",24,PG-13 - Teens 13 or older,8.85,14981,25,1724,42265,393,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2018
1200,Gun-dou Musashi,Gun Samurai,TV,Original,26,Finished Airing,FALSE,"Apr 9, 2006 to Oct 8, 2006",24,PG-13 - Teens 13 or older,6.06,476,7203,4956,4777,15,ACC Production,"Adventure, Samurai, Fantasy",2006
24031,Denki-gai no Honya-san,Denki-gai,TV,Manga,12,Finished Airing,FALSE,"Oct 2, 2014 to Dec 18, 2014",23,PG-13 - Teens 13 or older,7.27,34590,2517,1035,80620,210,Shin-Ei Animation,"Comedy, Seinen, Slice of Life",2014
3975,Uchi no 3 Shimai,,TV,Other,141,Finished Airing,FALSE,"Apr 8, 2008 to Dec 28, 2010",23,G - All Ages,6.66,38,12542,10281,334,2,"Toei Animation, Daewon Media","Comedy, Slice of Life",2008
10935,Hourou Musuko Specials,Wandering Son Specials,Special,Manga,2,Finished Airing,FALSE,"Aug 24, 2011 to Sep 21, 2011",23,PG-13 - Teens 13 or older,7.7,2401,1107,4512,6066,2,AIC Classic,"Drama, School",2011
22273,Selector Infected WIXOSS,selector infected WIXOSS,TV,Card game,12,Finished Airing,FALSE,"Apr 4, 2014 to Jun 20, 2014",24,R - 17+ (violence & profanity),7.36,44138,2208,856,101587,501,J.C.Staff,"Game, Psychological",2014
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,,TV,Manga,12,Finished Airing,FALSE,"Jan 24, 2012 to Mar 27, 2012",6,R+ - Mild Nudity,6.28,8677,6469,2624,20817,26,LMD,"Comedy, Ecchi, School, Seinen, Shoujo Ai",2012
10250,Ultra B,,TV,Manga,119,Finished Airing,FALSE,"Apr 5, 1987 to Mar 27, 1989",10,G - All Ages,6.05,50,7250,11377,189,0,Shin-Ei Animation,"Comedy, Super Power",1987
15771,Saint☆Oniisan (Movie),Saint☆Young Men (Movie),Movie,Manga,1,Finished Airing,FALSE,10-May-13,89,PG-13 - Teens 13 or older,7.94,20831,634,1690,43396,230,A-1 Pictures,"Comedy, Seinen, Slice of Life",2013
8986,Supernatural The Animation,,OVA,Other,22,Finished Airing,FALSE,"Feb 23, 2011 to Apr 27, 2011",24,R - 17+ (violence & profanity),7.12,6103,3141,2509,22360,55,Madhouse,"Action, Demons, Horror, Supernatural",2011
3675,Andromeda Stories,,Special,Manga,1,Finished Airing,FALSE,22-Aug-82,85,PG-13 - Teens 13 or older,5.97,318,7401,8226,1027,2,Toei Animation,"Action, Drama, Fantasy, Sci-Fi, Space",1982
33337,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,TV,Manga,12,Finished Airing,FALSE,"Jan 10, 2017 to Mar 28, 2017",24,R - 17+ (violence & profanity),7.73,32925,1027,1064,77826,539,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen",2017
34350,Alice to Zouroku,Alice & Zoroku,TV,Manga,12,Finished Airing,FALSE,"Apr 2, 2017 to Jun 25, 2017",23,PG-13 - Teens 13 or older,7.2,27215,2797,1135,72634,147,J.C.Staff,"Adventure, Mystery, Seinen",2017
36982,Micchiri Neko,Mitchiri Neko,TV,Web manga,13,Finished Airing,FALSE,"Jan 4, 2018 to Mar 26, 2018",3,G - All Ages,6.84,1228,4154,5286,4052,6,helo.inc,"Comedy, Kids",2018
534,Slayers,Slayers,TV,Light novel,26,Finished Airing,FALSE,"Apr 7, 1995 to Sep 29, 1995",22,PG-13 - Teens 13 or older,7.85,42588,804,949,89198,1702,E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy",1995
32032,Seikaisuru Kado,KADO: The Right Answer,TV,Original,12,Finished Airing,FALSE,"Apr 7, 2017 to Jun 30, 2017",23,PG-13 - Teens 13 or older,7.01,25496,3541,1133,72747,159,Toei Animation,Sci-Fi,2017
30694,Dragon Ball Super,Dragon Ball Super,TV,Manga,131,Finished Airing,FALSE,"Jul 5, 2015 to Mar 25, 2018",23,PG-13 - Teens 13 or older,7.78,102780,922,278,250101,4314,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",2015
14355,Yama no Susume,Encouragement of Climb,TV,Manga,12,Finished Airing,FALSE,"Jan 3, 2013 to Mar 21, 2013",3,G - All Ages,6.82,14762,4256,1842,37639,65,8bit,"Adventure, Slice of Life, Comedy",2013
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,OVA,Visual novel,4,Finished Airing,FALSE,"Jan 27, 2012 to Jan 31, 2014",30,Rx - Hentai,7.56,6748,,3031,15385,437,Majin,"Action, Fantasy, Hentai",2012
